AAPL,ABBV,AMZN,AVGO,BAC,BRK-B,COST,CVX,DIS,GOOG,GOOGL,HD,JNJ,JPM,KO,MA,META,MSFT,NVDA,PFE,PG,TSLA,UNH,V,XOM
-0.47315831871075437,-1.8889588843108347,-1.4895513840007868,-1.1296461536707774,-1.7576306993013857,-1.985656336113605,-1.3566447598709626,-1.8538649981579522,-1.6855899788430795,-2.1704524818358757,-2.147445301464485,-1.5185031899772201,-2.398930398561954,-2.2932774327113026,-1.8030018534756438,-1.7606468798170856,-1.4186197738110324,-1.727979430964544,-1.490891280444639,-2.0591752854796592,-2.5774671485261327,-1.9562847442103406,-1.423841078363481,-1.6358744400957979,-1.2740043164879202
-0.5142109269357377,-1.9175923755873365,-1.4636861319647565,-1.1242276059334628,-1.7969544662342316,-1.9589790580426332,-1.2938657507889255,-1.92291168724303,-1.6790604197879306,-2.1673374188083705,-2.1444294988866184,-1.5299829208496316,-2.4077265425622723,-2.3090813958198875,-1.8030018534756438,-1.7547845680220417,-1.4300494418993257,-1.7793788432855149,-1.4878749537658587,-2.08067602353263,-2.6528798829540494,-1.9647639963921113,-1.5541850746256904,-1.6325188300402942,-1.3015919490389776
-0.6036645955164431,-1.9610370580400671,-1.4488739415289684,-1.1309211992737453,-1.7126927435130215,-1.944370545486503,-1.3137850609535735,-1.8377007333166047,-1.6208891846686155,-2.061287270346176,-2.0417570446202538,-1.5376377888193862,-2.3364652121158573,-2.1703445675659703,-1.7774376619898884,-1.7549442368331112,-1.380852088368334,-1.850224222409896,-1.3611509257525451,-2.041255789971747,-2.628886900215066,-1.970081633777264,-1.5490732831031475,-1.596986906822931,-1.2309069858707928
-0.6220276457779726,-1.9541257676420627,-1.2430549965849533,-1.1366580331214429,-1.7239261355715898,-1.969777223148725,-1.361472666160658,-1.9478787574302954,-1.6933061417257593,-2.085166769911812,-2.0648765560174076,-1.559321086342279,-2.349663586946176,-2.161562653932001,-1.930817284467591,-1.6838179475735677,-1.3480538526810062,-1.857169759854378,-1.4758046639607159,-2.034088196119084,-2.709442045019254,-1.9709439297381643,-1.5490732831031475,-1.5656509805539702,-1.4084818186981731
-0.6136750618936632,-2.0281772323914384,-1.28903822908904,-1.1436700710022278,-1.7857191937953387,-1.9469112617119322,-1.3729392233799953,-2.0198670029827044,-1.7057717088450817,-2.095920410463464,-2.075287121838735,-1.5350854603755253,-2.348780601705115,-2.1457543390327154,-2.0415847631279935,-1.6975604993490843,-1.3659438338865924,-1.8766186104849243,-1.5602885950754304,-2.0197540301662675,-2.728295228626233,-1.980429339500586,-1.5843434884537977,-1.5245259171787606,-1.3136549368184727
-0.662311545970687,-2.0094177750005104,-1.2897015055509933,-1.121040546431462,-2.094672575838694,-1.9780341874373173,-1.3699220617302459,-1.9787289405522221,-1.7045843577859212,-2.0601747072703542,-2.040680089535289,-1.5382751147296985,-2.320631452480785,-2.151024357571237,-2.0458401194866846,-1.58046322276585,-1.2899115085472213,-1.8557810368757663,-1.6447703460882603,-1.8584847011101133,-2.6648759391161634,-1.9810040664145032,-1.5347605388764733,-1.4565386175432549,-1.3722699370779325
-0.6243389117345269,-1.9995443025064072,-1.3120298453410832,-1.098410942645636,-1.89806439666297,-1.893557190162059,-1.399499422724767,-1.8421105452419,-1.7039903086405261,-2.0352570426702097,-2.0165558578454545,-1.5095754850684082,-2.280159471550639,-2.0316025171632126,-2.0756685096300576,-1.6185575399402101,-1.2546285953743932,-1.8891206419700395,-1.6387358240719416,-1.754555101122754,-2.598035049201706,-1.98258510510159,-1.496936137992341,-1.4923509742129222,-1.2067680565003758
-0.6433546109083077,-1.9745660310968054,-1.254550804710975,-1.0722750426667083,-1.9823261193841801,-1.9100716033313139,-1.427264919954101,-1.6570144920617407,-1.716456373914268,-2.0463065716151765,-2.0272537211360944,-1.5044729455425145,-2.2660846780526924,-2.0333580295318665,-2.0969707130329267,-1.6102791015223747,-1.2337569822293326,-1.83772347262573,-1.6447703460882603,-1.8405631620971825,-2.606603412056143,-1.991495530962564,-1.5117596306468961,-1.4741657326218054,-1.1188405738760219
-0.7532451519694658,-1.9505870365053701,-1.1486567989918568,-1.0649446394604802,-2.07220265775435,-1.8484605674928483,-1.4218332455968832,-1.4924756971435513,-1.7158625738460829,-2.1704524818358757,-2.147445301464485,-1.5185031899772201,-2.2476107181256815,-2.0790213693540878,-2.0628880718182288,-1.651830313362413,-1.2720215273416349,-1.8293879305016871,-1.6477866727670405,-1.761721673222908,-2.536331347174986,-1.9864654626243945,-1.4841572259285798,-1.488434040520803,-1.1240091446353346
-0.8470216554951332,-1.899631216868,-1.167005901673585,-1.0872552442003847,-2.0272659555528687,-1.8484605674928483,-1.3747499680199413,-1.4058065788619651,-1.6861835298340548,-2.1579933655738137,-2.135382638386293,-1.4885280010545217,-2.2643274630018153,-1.996479214418035,-1.9222888871523551,-1.6575374997678405,-1.31426170808573,-1.7849350169009106,-1.7141654806171671,-1.8047241710813582,-2.4934851808290235,-1.9772674677164372,-1.4708668853458218,-1.4940299210706918,-1.1326343901515505
-0.7275345677664382,-1.8057143535300626,-1.2326647897833065,-1.0652629255708634,-1.89806439666297,-1.8694211129085867,-1.3518151748934055,-1.3279469933281656,-1.6600655426906692,-2.2302259127532684,-2.2053146730498288,-1.4942678664907274,-2.245851314216993,-1.9139396705564025,-1.9222888871523551,-1.6696729784693392,-1.3266852850819715,-1.8085503568925292,-1.6809768552999198,-1.808311544141472,-2.489683209176425,-1.9743931649792716,-1.4688220780579893,-1.5010243150260454,-1.1429715316701763
-0.747735649249893,-1.7177917476224471,-1.1983983170047734,-1.057295157993271,-2.1789342985599043,-1.852271399534957,-1.3862198826150016,-1.2148257308966768,-1.6078300665583178,-2.258925951056819,-2.233100989815164,-1.4183719391968153,-2.217698662820165,-1.9806717698768896,-1.841345377485862,-1.6531167506938764,-1.312273985054204,-1.7793788432855149,-1.6327016134987493,-1.729468011762179,-2.432659727290736,-1.9703689972342227,-1.4309974504768181,-1.5099758056314376,-1.017120271423172
-0.7636104066692716,-1.6278694652955568,-1.1621424365037383,-1.0690882208098866,-2.25757493769774,-1.861163664027924,-1.3717322468075714,-1.1413709117367707,-1.6119846744179356,-2.3094297267809685,-2.2819957356924667,-1.3915839847862006,-2.1886682794410226,-1.977160745139582,-1.760400762532003,-1.6720034291447274,-1.3361272301387388,-1.7793788432855149,-1.6568390786777714,-1.8333965899970288,-2.3860098484626637,-1.9683570418554635,-1.4228186747195648,-1.5550205430908086,-0.9136751191564857
-0.735354785529021,-1.7177917476224471,-1.2048097083614164,-1.0690882208098866,-2.1396117852139414,-1.813526325133284,-1.3143888290210957,-1.0429473405391323,-1.5888356876154761,-2.3215923867257366,-2.2937711013013464,-1.3737264576067485,-2.236172622747176,-1.9631131647577913,-2.003235712680946,-1.681969099572219,-1.2829543357603246,-1.793269918174479,-1.674942333283601,-1.7832234330283876,-2.384283816002246,-1.958727873268303,-1.3481909164129846,-1.5331978877958627,-0.8929838965196761
-0.6806167503100558,-1.5799117568084218,-1.2507925192021452,-1.0697255059661912,-2.1002905254548616,-1.7773219669570406,-1.316199573661042,-1.1751643331764958,-1.5164182324039124,-2.035108814511563,-2.0164124827274357,-1.3284439525866305,-2.2220965159345427,-2.017554936781422,-2.003235712680946,-1.699649824157349,-1.278481840458928,-1.7293697560693424,-1.6689081227104088,-1.793975334683637,-2.2564233700589957,-1.9470866979048773,-1.3538125495752544,-1.5331978877958627,-0.9309126563774905
-1.0568504844380866,-1.6138818354071094,-1.1325184772955201,-1.0853432303013515,-2.03850060119832,-1.7246036802036127,-1.2697223024021043,-1.103176087624087,-1.5164182324039124,-1.9408499037115496,-1.9251558618083544,-1.2716829266151457,-2.200102434875468,-1.9929664489644472,-2.01176189942145,-1.6618771163158548,-1.2655613090087123,-1.7265900671354577,-1.6508036223320735,-1.7222993961570066,-2.3030723784723124,-1.9328586346587509,-1.3379680134590144,-1.518928209700844,-0.8188492337238181
-1.1197637093800685,-1.5998944862143973,-0.8997286789911001,-1.0780124310198245,-1.9879440690003471,-1.719522247752754,-1.3017119378536117,-1.000347750052555,-1.4908937962515023,-1.9448543356909371,-1.929033009560883,-1.24170592281088,-2.1279642479898633,-1.8542243985616895,-2.037320564470376,-1.6847009939860078,-1.2427018780477554,-1.6918623799130477,-1.5844245030388207,-1.6685419313857792,-1.8140933882978925,-1.9330024448809955,-1.3471680593749913,-1.5110952557806197,-0.753333837761979
-1.0608196328875514,-1.670832473866272,-1.0754817615278334,-1.0678129375617393,-2.0665859617250657,-1.7366714765343134,-1.2938657507889255,-1.023848246632323,-1.492080898233453,-1.9666575051875557,-1.9501419859061255,-1.2570135413885608,-2.1543553066201917,-1.9455502078479923,-2.0543674115145545,-1.7272975172903857,-1.196486156456238,-1.6876939680005516,-1.5240811515343917,-1.7258837039595927,-1.724246565977338,-1.9179120856739686,-1.3589247944918745,-1.6087363377032675,-0.8602276932093058
-1.0108212905288014,-1.6288681807222525,-1.422345413030985,-1.0649446394604802,-2.0609692656957814,-1.7290498124500961,-1.241349679729525,-0.851971538125246,-1.5140437793628012,-1.9447805055736034,-1.9289613220018738,-1.2812491673553146,-2.084854693397152,-1.8612516701851454,-1.8796889014960803,-1.6922560548024728,-1.2799726090364798,-1.6738038543872995,-1.6055453300959361,-1.417678190047592,-1.5117200063390517,-1.9190617450918275,-1.3349012559213425,-1.6000616266941234,-0.7481572954264035
-1.0193514522122518,-1.6668362086808124,-1.1479939441932614,-1.0496458349561815,-2.1227591899523226,-1.751915773886889,-1.2914517976440778,-0.9636161358464338,-1.5259152973367285,-1.9436679424977814,-1.9278843669169088,-1.2786965364311924,-2.113006469250856,-1.8594961578164917,-1.8456040497066504,-1.7121880447176636,-1.2576102273138674,-1.6960301509750693,-1.6115810978847602,-1.3995982793957216,-1.4978986904343785,-1.9252416784378805,-1.3451234787841972,-1.6462276412307044,-0.9360832200308691
-1.0272904836625742,-1.6908154839679832,-1.3084929330951431,-1.026697390554554,-2.15646438047556,-1.7487397574570849,-1.3029200335512765,-1.1545986656621894,-1.52057308934074,-1.9298742048839168,-1.9145296860767238,-1.2991066945347667,-2.1279642479898633,-1.8735454789145627,-1.9563770548038828,-1.6928989489381006,-1.270530758764083,-1.7515954118066372,-1.6296834181612108,-1.4827484986016684,-1.484078244944461,-1.9253852316725943,-1.3895937300508243,-1.5650901136493618,-1.056768898859659
-1.0383673350238807,-1.6418565337925335,-1.3195464163587431,-1.0110799830796329,-1.93738565642205,-1.6807771733510815,-1.1936659914607841,-0.9562731767061442,-1.4784287272865997,-1.782219649456189,-1.7715786738460508,-1.2748704636074906,-2.1050876194612895,-1.7330505272175716,-1.828568255536131,-1.6904088294516428,-1.3326486437452905,-1.684917162893803,-1.596494481400837,-1.3562218201188714,-1.3527587707623305,-1.914031676753658,-1.3609698284767457,-1.546905785522259,-1.0446999323979669
