000001.SS,IDX,PSEI.PS,^AXJO,^FTSE,^HSI,^IXIC,^KLSE,^MXX,^N225,^NSEI,^SET.BK,^STI
-1.2962877460186593,-2.9331700671001695,-1.8179442985963963,-2.2682056570277243,-2.177799832392275,-3.376317448949102,-1.87011587846879,-2.4574066982745286,-2.692033243013566,-1.193673950749226,-2.9245982312456755,-2.0025763554283422,-3.2156182973510172
-1.3200826418156844,-2.9331700671001695,-1.8565032027563702,-2.335490246661435,-2.2200819465765127,-3.533193160478879,-1.7824870575488592,-2.484650600079849,-2.646323255510662,-1.264657497297848,-3.0251191302766802,-2.0087497843687117,-3.2661080128760673
-1.267904742913778,-2.910780653702623,-1.8408955192261858,-2.247900966570815,-2.2304175089467435,-3.502179857017173,-1.8375180902119692,-2.462690963532218,-2.6769546573898126,-1.1997495252746726,-3.016617218261218,-1.9865758080582707,-3.254724375268518
-1.3053179463558418,-2.867640655202063,-1.8450175751955704,-2.5347560532685183,-2.2300147566035173,-3.535291125232064,-1.8219007367055642,-2.487468811173967,-2.6701837501938193,-1.3322854787405274,-3.055791945066404,-2.001536989338312,-3.3177764397285303
-1.1217048313513727,-2.955013139055507,-1.865834470919412,-2.2043055874720894,-2.079678350615116,-3.4525907476025948,-1.7702710255347096,-2.4601467850021006,-2.6248647122639865,-1.2975786484111786,-2.938712463351766,-2.010450661365206,-3.24628702553096
-0.9988419633734468,-2.9479140328523714,-1.8515474350282115,-2.3452447990001843,-1.9936374728905963,-3.3328923074193417,-1.7719253993570006,-2.4713809255639534,-2.626129641549847,-1.2052847718926116,-2.917430144009789,-2.0030487945601743,-3.258420722440891
-1.0243117100414874,-2.915695668345527,-1.8218529790839026,-2.363757598944764,-1.9932350482547283,-3.2849250375790557,-1.7306455412919672,-2.4590506547460973,-2.6077282988231354,-1.2438965746023594,-2.9429909586628185,-2.001788924834656,-3.2658938503463983
-0.8064897180706154,-2.8485280162491655,-1.7882298081602772,-2.2815435043888246,-1.9086708198862525,-3.086342552466264,-1.6704660779066942,-2.393720288056077,-2.4949063488368517,-1.1889906865880249,-2.8729209320558553,-1.9672994263824337,-3.237099943456715
-0.6315115743824502,-3.0172659725410576,-1.800489125445445,-2.193157666514178,-2.029073780362062,-3.264322135804673,-1.7366410307983364,-2.4017056973142834,-2.6686648922463494,-1.3495352202035267,-2.817409564932718,-1.9791424132704842,-3.3184996878439916
-0.441224616380314,-2.9348081112663316,-1.8034505653872541,-2.1039757568578126,-2.0459867571187007,-3.1282036899866617,-1.746368716561419,-2.34205093445199,-2.667080037988313,-1.3175179939718056,-2.755952421524058,-1.9629528902476798,-3.263108102632235
-0.44476090967302656,-2.987231601578398,-1.8166303291213488,-2.2926909393444275,-2.2547127493615258,-3.382310353895396,-1.8306755419213936,-2.3863221255653633,-2.7498126986465294,-1.3754162724141175,-2.9536043077073,-1.9867332557282487,-3.4444962450506407
-0.7315719324476267,-2.964296336818875,-1.8217462099019397,-2.3944141385778663,-2.29135731386267,-3.3528655346628717,-1.8342358383981348,-2.399239643150712,-2.7679403138184626,-1.4234463347230708,-2.9473253465500693,-1.982386623471596,-3.4093006768351817
-0.6863880216354815,-2.9855934593961897,-1.8166970293196916,-2.3233474789775297,-2.275786954152572,-3.3497957695017857,-1.8675218720146194,-2.3821729332907324,-2.777401356340411,-1.4134096224309818,-2.932655444560217,-1.9760242188784938,-3.4674511985741816
-0.596472620620378,-3.022726838545938,-1.8289430717180095,-2.4159134227096617,-2.4493447035429385,-3.4850051379893547,-1.8696261902797895,-2.420846644942925,-2.835044105330058,-1.4744991927818776,-2.991445481056096,-1.9979147317098356,-3.559618577201227
-0.755672915069229,-2.9659347730492227,-1.8368469230601043,-2.5568521482354485,-2.5469294006673677,-3.4435696213517137,-1.8688321231570784,-2.403780173995381,-2.839568938089766,-1.5384211033247643,-2.9942794517279165,-2.0084663208896125,-3.507387769354825
-0.7401781482167364,-3.006890483957458,-1.8251678730682126,-2.565014071008452,-2.503170637127086,-3.35741988175472,-1.890537378457582,-2.3942291715445876,-2.854920937000153,-1.45510883219957,-2.9624950258474843,-1.999269185383619,-3.5010930258110364
-0.9635020348840765,-3.024911126138263,-1.8296500612440345,-2.5291820927895623,-2.4137740360546114,-3.403355575553677,-1.9354835163223472,-2.406324591437934,-2.8796261844585627,-1.4565315478856915,-2.9367676187586005,-2.006513508396774,-3.4993522604553786
-1.0640071454125217,-3.0260031229103554,-1.8350927648524034,-2.5311727582461674,-2.5285397745546856,-3.4381265615649617,-1.9535228149430066,-2.4170890301507675,-2.927090102481812,-1.4087523294822164,-2.961217093644107,-2.0078364340878028,-3.559805928543976
-1.0362759347107062,-3.0849794759993956,-1.845624555144593,-2.719091382948755,-2.8027695520910716,-3.6442040471413732,-2.0263020152084392,-2.472320329261993,-3.059415219313125,-1.5334092927688459,-3.060181682883483,-2.0550822697089846,-3.7244534274218677
-1.0939007732633321,-3.0713276050353326,-1.843256738823933,-2.7806032371592346,-2.955387784414611,-3.762476148251504,-2.0287372082380672,-2.5029305072894332,-3.0331153752841664,-1.5552166652922386,-3.1181938358067325,-2.0658857943851054,-3.737551346163849
