Date,AAPL,ABBV,AMZN,AVGO,BAC,BRK-B,COST,CVX,DIS,GOOG,GOOGL,HD,JNJ,JPM,KO,MA,META,MSFT,NVDA,PFE,PG,TSLA,UNH,V,XOM
2013-03-18,-1.6387860183457514,-1.8681201805706071,-1.3904628601717621,-1.8569295069984735,-1.318572130847435,-1.7625116939626637,-1.7072463033871907,-0.25216095028876484,-2.337670473846505,-1.6848657399152245,-1.716795761163721,-1.6300927375890382,-1.904903605042918,-1.3874864982726902,-1.5510054817652794,-1.7580051960051148,-2.2199801908795944,-1.728490951310877,-1.252583512661372,-1.5566510642837021,-1.618439117593563,-3.575113476920569,-1.7745184937134042,-1.761083530263842,-0.8814852814026622
2013-03-19,-1.6459365092120126,-1.8521266025724865,-1.3996920321527642,-1.8552966919103737,-1.2811700749988917,-1.7788571932684432,-1.6907363429009377,-0.23132779404033255,-2.3783899015751393,-1.671485959535466,-1.7034565797704653,-1.6521611503639277,-1.9019139232153652,-1.4072424463277464,-1.4221824753981587,-1.7749043717622697,-2.2159870595484574,-1.7218447127426517,-1.258450274957893,-1.5672295066877706,-1.5011226906213837,-3.5790638907757293,-1.7682721970284878,-1.7959005399464536,-0.9154249429295032
2013-03-20,-1.6600024413542962,-1.7967997592268052,-1.394260306133272,-1.8298271699099071,-1.2638652431332504,-1.7522665063851537,-1.6549605467497905,-0.1754298542671892,-2.3291047312214763,-1.6586914580407217,-1.6907007154150175,-1.6486017859971613,-1.8667721379291806,-1.4123613819124134,-1.3018523741561892,-1.740235933939498,-2.262463054187084,-1.710258687982249,-1.2474806645382124,-1.5040366316391367,-1.4436103456091547,-3.5305103951781653,-1.7789387148416673,-1.7401124373393293,-0.9064918562367914
2013-03-21,-1.6562014748152176,-1.841775543269702,-1.4186910910770891,-1.8370968849480405,-1.316066121772339,-1.7699770003055866,-1.638674686722988,-0.17605543813867805,-2.3783899015751393,-1.6717127459510854,-1.7036827634050302,-1.6458366265393725,-1.8929541742103184,-1.4620604316357084,-1.2576991044257941,-1.7629488988202477,-2.2706723308614785,-1.727659137496074,-1.262136078818038,-1.541873246278046,-1.4888560470720158,-3.5272053660578586,-1.772311754613737,-1.765599528815249,-0.988912095585058
2013-03-22,-1.6030914635609792,-1.8038561489913847,-1.391333622043693,-1.8274121317897458,-1.318572130847435,-1.7415786826234525,-1.580395963883495,-0.12367330083511513,-2.3415699814393385,-1.6753082312890943,-1.7072671458593196,-1.621862856481347,-1.8495942038116666,-1.4342090798544895,-1.2643096164650514,-1.7457350505738392,-2.2713581748154104,-1.716044523281724,-1.2577146766796221,-1.4852082127612816,-1.4815035620080208,-3.4939134548458926,-1.7944868639285867,-1.7275434451032146,-0.7889686353615446
2013-03-25,-1.593543135620425,-1.7765012552885282,-1.402133023833065,-1.8387171958557682,-1.358966402785312,-1.749475863972778,-1.5673223742379956,-0.18607398958725663,-2.3862638083571346,-1.6778463868767892,-1.7097977793433252,-1.625386479411443,-1.8531443664960663,-1.4510191760765532,-1.2466940880304482,-1.7335238053369795,-2.3130033661210745,-1.723504691853813,-1.2628750805841646,-1.5313369428356391,-1.5540456529892135,-3.4452642822943136,-1.7796767109939164,-1.6638092672947882,-0.8369348426965972
2013-03-26,-1.6075047561856997,-1.7080221769360873,-1.375485267968386,-1.82781447297234,-1.3896052945546726,-1.6839093739572033,-1.5492392305664522,-0.13610832461600747,-2.3532881584110874,-1.6673285732550003,-1.6993115014165054,-1.6027563883990477,-1.7844201881897783,-1.4432486178587758,-1.1222112250640768,-1.6588992369930233,-2.3073935803867163,-1.723504691853813,-1.2562457742860005,-1.4394345114201994,-1.4655966474965139,-3.4279134436137646,-1.7507403789193887,-1.6086659549263993,-0.6406477912433679
2013-03-27,-1.6600024413542962,-1.7125901096891512,-1.3450364603622524,-1.8338615234718307,-1.4024591979557903,-1.714271520982484,-1.525141309093075,-0.18544828477547856,-2.3658207559256987,-1.704414203776154,-1.7362855435887699,-1.618343051857143,-1.7599923474956045,-1.5000194340118695,-1.2247240143405924,-1.6467669112943564,-2.2468346806686843,-1.7061346436014537,-1.2453027818520477,-1.4311490122296302,-1.5072561024129552,-3.412270589852264,-1.7157684989601945,-1.5898052939302787,-0.561757678721505
2013-03-28,-1.7157142829718408,-1.6649555006669103,-1.337859749267466,-1.8225937777679242,-1.4153660463393982,-1.666515595775486,-1.5441907989466113,-0.27178456554523706,-2.340009700998026,-1.736965791721304,-1.768739213295281,-1.6132671570901047,-1.7449325562677611,-1.5204992930792731,-1.1765944656128415,-1.6321517749640835,-2.2816776809369945,-1.68643945656791,-1.2323405347753122,-1.3857915963521035,-1.5072561024129552,-3.4263435158126354,-1.6947885459596408,-1.5713914739981798,-0.6441645900230302
2013-04-01,-1.7991996009225684,-1.639552796279556,-1.3674969129735903,-1.8460325544275364,-1.4231359007511128,-1.6999864209765403,-1.555016897595399,-0.2218783013255902,-2.3485975605946923,-1.7100390221731976,-1.7418933573907205,-1.617561613640256,-1.7218579836951926,-1.4960727121244024,-1.1744090251681574,-1.6505522542822717,-2.2851309241047337,-1.68643945656791,-1.2628750805841646,-1.3898995770877554,-1.428986045121378,-3.1331938905031604,-1.6334662694229614,-1.610401165147426,-0.5285716294013759
2013-04-02,-1.7937770217959599,-1.6702117350683567,-1.3570492359205848,-1.8648964353065423,-1.4231359007511128,-1.6237595276941317,-1.4880334150668386,-0.26038528240018455,-2.2888350887940345,-1.6649878199620987,-1.6969779334352872,-1.5653236499182046,-1.6783275197588234,-1.4666161829157716,-1.1157051567894096,-1.6346912230908002,-2.292752084575289,-1.6709645409922997,-1.2725359811134807,-1.3102777796680307,-1.2767449871670122,-3.114782372421347,-1.5405660896390907,-1.6009475461919433,-0.561757678721505
2013-04-03,-1.78026833848772,-1.680751160277287,-1.3833898661763842,-1.8886197376184448,-1.5125575953789974,-1.6646883079749362,-1.5351939030822355,-0.33799282742613923,-2.305053262446015,-1.6909112074474175,-1.7228234079501916,-1.59073810103476,-1.713811567137981,-1.5415828816349768,-1.2357033452373034,-1.6694677981720025,-2.236043803896781,-1.690528874761763,-1.2838110299432632,-1.3509749543906666,-1.3779660209267404,-3.2651702990222224,-1.542862019664348,-1.651758235085207,-0.6758398373134898
2013-04-04,-1.8065508059752828,-1.604044673580802,-1.383080294917201,-1.87650160761325,-1.4780666453551554,-1.6242124602412906,-1.5351939030822355,-0.3194698762249428,-2.278824619578056,-1.7335677842499555,-1.765351324021455,-1.578001213498173,-1.6943179343410697,-1.4989052275993595,-1.1547974572516695,-1.6648451626212863,-2.1817528683530725,-1.6872569177686922,-1.274780024582941,-1.3244892540012838,-1.3272213928806649,-3.2217663908615553,-1.5310824002558838,-1.6241671503757755,-0.7040435942567121
2013-04-05,-1.8346575568382812,-1.625448992315508,-1.4055188110644379,-1.887780679260089,-1.4701600134957695,-1.6688004306557842,-1.555378062127885,-0.3546327851879155,-2.2703705179118585,-1.780311020676235,-1.8119538166785505,-1.6023678722767638,-1.7155352109135602,-1.4712086136296265,-1.255497456538799,-1.6744929518188176,-2.16101106731802,-1.6790966304357715,-1.2591862369186089,-1.3366993399116374,-1.364648700062386,-3.2521929090557062,-1.5287997872795978,-1.6451932201832145,-0.8387171137892925
2013-04-08,-1.8159071831393194,-1.5915674342277917,-1.3838851627937805,-1.8740067589500589,-1.407616457072109,-1.6183287307331498,-1.5108270505642158,-0.3360739950691289,-2.185210230859464,-1.8126127743238554,-1.8441583336046108,-1.5576700425498287,-1.769283724317549,-1.4275266340036823,-1.085419564178845,-1.6612723683308375,-2.196155550704391,-1.6880741036729814,-1.261397596143861,-1.3244892540012838,-1.2971423835205738,-3.2302767057404065,-1.53565521975426,-1.6271840448864652,-0.9118525411113788
2013-04-09,-1.8111313786389849,-1.534961995956213,-1.3703803756478707,-1.869030607306396,-1.3973106537529092,-1.6246650903471966,-1.5557389266295323,-0.28320185065163017,-2.161176428201281,-1.801544396731354,-1.8331235171429103,-1.5584341109999504,-1.7455132182366064,-1.4210578825625901,-1.11787052178282,-1.6935137405915206,-2.21332989775195,-1.606117544120424,-1.2467539551453668,-1.3346621945192174,-1.361017848984006,-3.294316989005173,-1.526194605032322,-1.651758235085207,-0.8814852814026622
2013-04-10,-1.7577042028231997,-1.458975247215651,-1.3482432770597776,-1.8444031899185056,-1.3793578582397148,-1.570177179708544,-1.5571850652522545,-0.21999239905921683,-2.0891106770266163,-1.752497893663555,-1.784224586759312,-1.5397664112031162,-1.7166854136353058,-1.384441723877603,-1.040184906322589,-1.6609864772962721,-2.1494500085518324,-1.5538060001971299,-1.2323405347753122,-1.1719751220788557,-1.2432452045737805,-3.22885572337645,-1.5187221504482524,-1.616088486983437,-0.897553546503559
2013-04-11,-1.7659758236259373,-1.4603918009315637,-1.3177676562022473,-1.834265970880089,-1.3921716543184437,-1.5523008524456934,-1.5477957601237606,-0.1379782858329385,-2.056802843065911,-1.7516825980498982,-1.7834117554531177,-1.5318036946779714,-1.6994705322244965,-1.3806118560538387,-1.0165790239247878,-1.628776038706449,-2.120874393105861,-1.6596269650826976,-1.23664067144989,-1.0310188502334772,-1.192029809593945,-3.1485933028407,-1.5003223162815402,-1.606142925879187,-0.8013946833950772
2013-04-12,-1.7937149846469327,-1.4681919233861362,-1.2999210558177439,-1.8636585866988624,-1.4179537731214584,-1.5384928808897125,-1.543471613336411,-0.20112934752185319,-2.056802843065911,-1.7530028790098018,-1.7847280308855138,-1.4674585212421083,-1.6754766718567087,-1.3998076822169696,-1.0380340925652423,-1.6678496227030963,-2.160366782075735,-1.671776608283027,-1.2139350319858064,-1.0252175185814605,-1.143448540197764,-3.141331489775369,-1.4987156158896802,-1.635774902567655,-0.842278168764813
2013-04-15,-1.8556845853831294,-1.5876496025259732,-1.3304754233269582,-1.9110349481103683,-1.4675299477839745,-1.6519172406804064,-1.613275162912068,-0.4157581936209939,-2.1806941858200988,-1.784702881424725,-1.8163325997258597,-1.5193413097255044,-1.7345370002798755,-1.4698967297101442,-1.253295790901712,-1.7222648123518762,-2.2179824324749426,-1.6799113413580902,-1.233055691367738,-1.067892873165874,-1.1944045881344487,-3.161822713018696,-1.5454896307113266,-1.7078188169524635,-1.293643210110167
2013-04-16,-1.8157204693765647,-1.5139750905346963,-1.3030388219953777,-1.87733391092802,-1.3896052945546726,-1.5331584286950324,-1.5644229695475198,-0.3873858172189926,-2.0421958063882664,-1.7401356486859674,-1.7718995573909857,-1.510687044589806,-1.6357592617370793,-1.4333594591958,-0.7652020934985441,-1.6745886882295569,-2.1915601235817714,-1.657205148629164,-1.2230915539407643,-0.9732632471388183,-1.1410835361242395,-3.059682259913173,-1.5057921246019095,-1.6523997517707771,-1.271679412557911
2013-04-17,-1.96536905547605,-1.5291480437820288,-1.3323932665707736,-1.971089315649236,-1.5420404402266805,-1.6224013339080745,-1.5927838625307995,-0.5303288516119008,-2.0473029911864784,-1.782231554947499,-1.8138687444797845,-1.4979454481278416,-1.6098392115151214,-1.5456149702225317,-0.7277935716592263,-1.7025936013822376,-2.2106768566936643,-1.668530030156053,-1.235205395258526,-0.986688928317886,-1.2647691863992252,-3.0657777355481968,-1.5310824002558838,-1.6924716557366561,-1.3689156620718494
2013-04-18,-2.0369373542980513,-1.5233594071092018,-1.3809773361217532,-2.0176046183914393,-1.6128433696702607,-1.7216615078800517,-1.6353518538512648,-0.479338976826483,-2.097962277820432,-1.848221052481176,-1.8796594434328855,-1.5099351978688198,-1.6504726677579464,-1.5557142089825364,-0.8216125693106194,-1.7257297821847242,-2.2741040877867182,-1.671776608283027,-1.253314781338351,-1.0407016491844348,-1.1682968341112834,-3.000579367918709,-1.6089059858024213,-1.7058555511670244,-1.269851957839298
2013-04-19,-2.0472153381582427,-1.5183032935156129,-1.3754237003964869,-2.0226627396585224,-1.5528300301795022,-1.6174243723948862,-1.6044792428103218,-0.4591677406293034,-1.9835229015099425,-1.7150986150591014,-1.74693773792335,-1.4534447429275232,-1.57680245182289,-1.5161735240202843,-0.7050114331643479,-1.7210465230510483,-2.2713581748154104,-1.5935186358028492,-1.2511227965539786,-0.950318303253897,-0.9852358737485507,-2.964618728880269,-1.5970734661027306,-1.6644534555755872,-1.1187953042469776
