Date,AAPL_2d,ABBV_2d,AMZN_2d,AVGO_2d,BAC_2d,BRK-B_2d,COST_2d,CVX_2d,DIS_2d,GOOG_2d,GOOGL_2d,HD_2d,JNJ_2d,JPM_2d,KO_2d,MA_2d,META_2d,MSFT_2d,NVDA_2d,PFE_2d,PG_2d,TSLA_2d,UNH_2d,V_2d,XOM_2d,AAPL_1d,AAPL_forecast,ABBV_1d,ABBV_forecast,AMZN_1d,AMZN_forecast,AVGO_1d,AVGO_forecast,BAC_1d,BAC_forecast,BRK-B_1d,BRK-B_forecast,COST_1d,COST_forecast,CVX_1d,CVX_forecast,DIS_1d,DIS_forecast,GOOG_1d,GOOG_forecast,GOOGL_1d,GOOGL_forecast,HD_1d,HD_forecast,JNJ_1d,JNJ_forecast,JPM_1d,JPM_forecast,KO_1d,KO_forecast,MA_1d,MA_forecast,META_1d,META_forecast,MSFT_1d,MSFT_forecast,NVDA_1d,NVDA_forecast,PFE_1d,PFE_forecast,PG_1d,PG_forecast,TSLA_1d,TSLA_forecast,UNH_1d,UNH_forecast,V_1d,V_forecast,XOM_1d,XOM_forecast
2019-02-01,0.31767670814182536,1.0468217751390287,0.9904452537769292,0.3289393369673346,-0.09127202466027212,-1.0327557450165716,0.41956479097617855,-0.38822529052588506,0.7842544685488217,0.9706941394694749,1.064492062969681,1.4599653998530144,-0.3700896099000782,-0.33708514971410863,-0.1512543770245353,2.8902487200515097,2.0653918232386568,1.4580137377436837,1.2918266874370103,0.10972341415507764,-0.10511519841566597,0.6249664548644558,0.9771712226608207,2.266805240008239,-0.06607600247087947,0.6052934378781535,40.83287827674534,2.082863034904654,69.71172350853746,3.405446169304273,89.34194671862068,-1.9166203554155063,232.4703730527876,-0.6422611756612522,25.502106042356324,-1.4527691727509466,204.08722411338186,3.519204683554332,206.34790951753874,0.9902613427748962,97.3582804467788,2.157469190228495,112.3310073982363,2.3361955432780617,58.15469606207689,2.4594887060360944,58.75398714963962,2.6942030707514517,170.48131244575146,0.9341630146116405,121.46893779488508,-1.156146429010998,91.99972973065695,0.08869771037780844,42.862871446950074,9.871159974934294,217.16805023372333,18.335396095699593,185.02539853710584,-0.4153840894047538,99.9122907763179,2.870577297788573,38.553881130796384,1.1348508250437495,36.514256800385546,1.6832072503148028,90.15511581965075,0.5082996610412136,20.97630007302852,0.8165114326217582,256.1215498847702,-0.2618660246401987,131.55176312575043,0.7330458542185736,59.88504628146467
2019-02-04,0.536692257109499,-0.23825814734460476,1.380420463683554,-0.30578357767310743,-0.0639340240175486,-0.875847177179377,-0.3908235114225959,-0.09233085867661768,-0.25870151001348995,0.6074665791126505,0.64696757042822,0.08411882241617145,-0.3202427186395738,-0.06723774544805464,-0.2049545175185197,2.2877766435795137,1.0779827824119144,0.8569458490100628,0.5218323529328903,-0.09641342495550449,0.09293234019221905,0.22544696545720672,1.4648435027789846,1.759894955917455,-0.43308201296915116,1.1419856949876523,41.974863971732994,1.844604887560049,71.55632839609751,4.785866632987827,94.12781335160851,-2.222403933088614,230.247969119699,-0.7061951996788008,24.79591084267752,-2.3286163499303236,201.75860776345155,3.128381172131736,209.47629068967046,0.8979304840982785,98.25621093087707,1.898767680215005,114.2297750784513,2.943662122390712,61.0983581844676,3.106456276464314,61.86044342610393,2.7783218931676235,173.25963433891908,0.6139202959720667,122.08285809085714,-1.2233841744590523,90.77634555619791,-0.1162568071407113,42.746614639809366,12.158936618513808,229.32698685223713,19.41337887811151,204.43877741521734,0.44156175960530897,100.35385253592321,3.392409650721463,41.946290781517845,1.038437400088245,37.552694200473795,1.7761395905070219,91.93125541015776,0.7337466264984203,21.710046699526938,2.281354935400743,258.40290482017093,1.498028931277256,133.04979205702767,0.2999638412494225,60.18501012271409
2019-02-05,-0.032909348650777145,0.1967768332569949,-0.050151966664813336,-0.2035554763668626,-0.018068727668041167,-0.24221152954002179,-0.19470973111956197,-0.07581371140404879,0.11864862204563167,-0.18271882166041603,-0.18550569310901188,-0.3081328841485738,-0.00854111483931505,-0.01807723059627865,0.0702822397100358,-0.40362154429306096,-0.48836354522355735,-0.17553586993932535,-0.09532703267397379,-0.020046271232643135,-0.0020761772429093717,0.09585589634039612,0.22251659853766603,-0.39872254174420374,-0.04308288148246319,1.1090763463368754,43.08394031806987,2.0413817208170437,73.59771011691456,4.735714666323014,98.86352801793151,-2.4259594094554764,227.82200971024352,-0.724263927346842,24.07164691533068,-2.5708278794703454,199.1877798839812,2.9336714410121743,212.40996213068266,0.8221167726942298,99.0783277035713,2.017416302260637,116.24719138071194,2.760943300730296,63.859301485197896,2.920950583355302,64.78139400945923,2.47018900901905,175.72982334793812,0.6053791811327516,122.68823727198989,-1.2414614050553312,89.53488415114258,-0.04597456743067552,42.70064007237869,11.755315074220746,241.0823019264579,18.925015332887952,223.3637927481053,0.2660258896659835,100.61987842558919,3.2970826180474893,45.24337339956534,1.0183911288556018,38.57108532932939,1.7740634132641124,93.70531882342188,0.8296025228388164,22.539649222365753,2.503871533938409,260.90677635410935,1.0993063895330524,134.14909844656074,0.25688095976695935,60.44189108248105
2019-02-06,-0.08642772186068551,0.17063041620425906,-0.1641039841513911,-0.27097908764575296,0.01761441585837712,0.1696371857244251,0.0045745724296920864,-0.09279974947723849,0.10274183288500717,-0.11274501655182884,-0.11803975921706672,-0.13033104503462958,0.13473976793517728,0.12026639965178132,0.016928191043488,-0.04498943337289227,-0.3316335633865725,-0.04285403906952436,0.039534953290343004,0.022123409775095554,0.00791192194296713,0.019917899542186743,0.025756784608698444,-0.09239137610996372,-0.047934764814682375,1.0226486244761899,44.10658894254606,2.212012137021303,75.80972225393586,4.571610682171623,103.43513870010314,-2.6969384971012293,225.1250712131423,-0.7066495114884649,23.364997403842214,-2.4011906937459204,196.78658919023528,2.938246013441866,215.3482081441245,0.7293170232169913,99.8076447267883,2.120158135145644,118.36734951585758,2.6481982841784673,66.50749976937637,2.8029108241382357,67.58430483359747,2.33985796398442,178.06968131192255,0.7401189490679289,123.42835622105783,-1.1211950054035498,88.41368914573903,-0.029046376387187545,42.6715936959915,11.710325640847856,252.79262756730574,18.593381769501377,241.9571745176067,0.22317185059645928,100.84305027618565,3.3366175713378325,48.57999097090317,1.0405145386306975,39.61159986796009,1.7819753352070795,95.48729415862896,0.8495204223810031,23.389169644746758,2.5296283185471076,263.43640467265647,1.0069150134230886,135.15601345998382,0.20894619495227695,60.650837277433325
2019-02-07,0.019789315364208287,-0.0047145336754068935,0.05393931866308585,0.17836342088739526,0.009155821468288467,0.1607101178555919,0.1368800455819938,0.06314691183959298,0.050533316358428546,0.03355260367443892,0.03285632113426368,0.05189631666780693,0.0415172528782677,0.049881769714259505,-0.011765778977586665,0.07186577443613829,0.2147312576930016,0.03553395994227355,0.0698697411827622,0.014705834050875926,0.012998414875586251,-0.005872509642651708,-0.001987284736554129,0.06140901860336302,0.008022147670852525,1.042437939840398,45.14902688238646,2.207297603345896,78.01701985728175,4.625550000834709,108.06068870093785,-2.518575076213834,222.60649613692846,-0.6974936900201765,22.667503713822036,-2.2404805758903286,194.54610861434494,3.07512605902386,218.42333420314839,0.7924639350565843,100.60010866184489,2.1706914515040725,120.53804096736165,2.681750887852906,69.18925065722927,2.835767145272499,70.42007197886997,2.3917542806522274,180.4614355925748,0.7816362019461965,124.20999242300402,-1.0713132356892903,87.34237591004974,-0.04081215536477423,42.63078154062673,11.782191415283993,264.5748189825897,18.80811302719438,260.7652875448011,0.258705810538733,101.1017560867244,3.4064873125205946,51.986478283423764,1.0552203726815734,40.66682024064166,1.794973750082666,97.28226790871162,0.8436479127383514,24.23281755748511,2.5276410338105535,265.964045706467,1.0683240320264518,136.22433749201028,0.21696834262312947,60.86780562005646
2019-02-08,0.013706123218037167,-0.017546301360651627,0.04036198271270269,0.13520874708588831,0.008645094468399103,0.07869175558775683,0.05077109168141248,0.008455283800693816,0.030114996769769878,0.027064276433088574,0.026035602718910103,0.06628786139192103,0.009477896308618339,0.03547276372497426,0.005031434163100727,0.07851375352319104,0.15231342183405816,0.0371163343666117,0.024117599864293172,0.0061534031418182,0.022235023085003493,0.0036619557650872606,0.09834750906057575,0.04568684578667152,-0.011536540979945092,1.0561440630584353,46.20517094544489,2.189751301985244,80.206771159267,4.665911983547412,112.72660068448526,-2.383366329127946,220.22312980780052,-0.6888485955517774,21.97865511827026,-2.1617888203025717,192.38431979404237,3.1258971507052724,221.54923135385366,0.8009192188572781,101.40102788070216,2.200806448273842,122.73884741563549,2.7088151642859946,71.89806582151526,2.861802747991409,73.28187472686137,2.4580421420441483,182.9194777346189,0.7911140982548148,125.00110652125883,-1.035840471964316,86.30653543808542,-0.03578072120167353,42.59500081942505,11.860705168807185,276.4355241513969,18.96042644902844,279.7257139938295,0.29582214490534486,101.39757823162974,3.430604912384888,55.41708319580865,1.0613737758233917,41.72819401646505,1.8172087731676694,99.0994766818793,0.8473098685034386,25.08012742598855,2.6259885428711294,268.59003424933815,1.1140108778131235,137.3383483698234,0.20543180164318442,61.07323742169964
2019-02-11,0.02237153146990026,0.022514834111478366,0.051718476478162294,0.14932155148472792,0.01023177883528526,0.06434118914881501,0.07849852558408092,0.008820409384008108,0.04103062354209849,0.0279036973959466,0.028838868681073427,0.09601874019190616,0.041780465117368215,0.035263785208250256,0.011151907910702788,0.12814820665715315,0.0788177120998094,0.05771074468860212,0.0138484150221619,0.011058384045382846,0.029156086725953594,0.010314894601020337,0.14939056556814473,0.07626491113804132,0.0019318976525991372,1.0785155945283356,47.283686539973225,2.212266136096723,82.41903729536372,4.717630460025574,117.44423114451084,-2.2340447776432177,217.9890850301573,-0.6786168167164921,21.30003830155377,-2.0974476311537567,190.2868721628886,3.2043956762893533,224.75362703014298,0.8097396282412862,102.21076750894345,2.241837071815941,124.98068448745144,2.736718861681941,74.63478468319721,2.8906416166724824,76.17251634353386,2.5540608822360547,185.47353861685497,0.832894563372183,125.83400108463103,-1.0005766867560657,85.30595875132936,-0.02462881329097072,42.57037200613408,11.988853375464338,288.42437752686124,19.03924416112825,298.76495815495775,0.3535328895939469,101.75111112122367,3.4444533274070497,58.861536523215705,1.0724321598687745,42.80062617633383,1.8463648598936229,100.94584154177291,0.8576247631044589,25.937752189093008,2.775379108439274,271.3654133577774,1.1902757889511646,138.52862415877456,0.20736369929578358,61.28060112099542
2019-02-12,0.01809325255405841,0.03185445591672043,0.05449674111572428,0.1394114855677544,0.011273419454423228,0.07171883528158442,0.07959368349258218,0.014612915847834626,0.03936226281261502,0.02705260233151974,0.02747948596140274,0.0831273506665877,0.04472363296717002,0.039870980708956,0.00899142941859588,0.11501678299583765,0.09266059838377726,0.05754273851887436,0.019007564406499155,0.011229173292882389,0.023733704359304452,0.01374104964608695,0.14906206924000895,0.07057693954601425,0.0009032650763248649,1.0966088470823938,48.380295387055625,2.2441205920134433,84.66315788737717,4.7721272011412985,122.21635834565214,-2.0946332920754633,215.89445173808184,-0.6673433972620688,20.6326949042917,-2.025728795872172,188.26114336701644,3.2839893597819354,228.03761638992492,0.8243525440891208,103.03512005303257,2.281199334628556,127.26188382208,2.7637714640134607,77.39855614721066,2.9181211026338856,79.09063744616775,2.637188232902642,188.1107268497576,0.877618196339353,126.71161928097037,-0.9607057060471098,84.34525304528225,-0.015637383872374844,42.554734622261705,12.103870158460175,300.52824768532145,19.131904759512025,317.8968629144698,0.41107562811282117,102.1621867493365,3.4634608918135488,62.32499741502925,1.0836613331616567,43.884287509495486,1.8700985642529273,102.81594010602583,0.8713658127505458,26.809118001843554,2.924441177679283,274.2898545354567,1.2608527284971789,139.78947688727175,0.20826696437210845,61.488868085367535
2019-02-13,0.014995890160341571,0.03239637245728871,0.04686554978656096,0.13137150743142317,0.010143664396761723,0.07043191591193247,0.07551605350388559,0.013910141712448825,0.04062438786764178,0.02452331957014539,0.024764141871122306,0.07286458517299291,0.043476939345568025,0.037240449570069355,0.010035396300974548,0.10228238562757154,0.08918712573782828,0.05097441092219977,0.021720517788122427,0.012049390889267332,0.02389026473623191,0.012978373985497014,0.13888992949122503,0.06096914859690991,-0.00019969418642588226,1.1116047372427356,49.491900124298354,2.2765169644707317,86.9396748518479,4.818992750927859,127.03535109658,-1.9632617846440403,213.9311899534378,-0.6571997328653071,19.97549517142639,-1.9552968799602397,186.30584648705621,3.359505413285821,231.39712180321075,0.8382626858015697,103.87338273883414,2.3218237224961977,129.58370754457619,2.7882947835836065,80.18685093079426,2.9428852445050078,82.03352269067275,2.710052818075635,190.82077966783325,0.9210951356849211,127.63271441665529,-0.9234652564770404,83.4217877888052,-0.005601987571400291,42.54913263469031,12.206152544087747,312.7344002294092,19.221091885249855,337.11795479971966,0.46205003903502107,102.62423678837152,3.485181409601671,65.81017882463092,1.095710724050924,44.97999823354641,1.8939888289891593,104.709928935015,0.8843441867360429,27.693462188579595,3.0633311071705083,277.3531856426272,1.3218218770940888,141.11129876436584,0.2080672701856826,61.696935355553215
2019-02-14,0.015608674640741102,0.031301452110939064,0.047845105228612905,0.13427293803605106,0.010201824076828537,0.07227143447123907,0.07662534156904434,0.014289997572094678,0.04165525987359474,0.024710261954452355,0.025047196687641434,0.07524592896353027,0.042664907742965226,0.03792304636753813,0.009731440390311395,0.10605824118713796,0.09089184687361909,0.05160466889360122,0.022766633938672665,0.012060843014425442,0.023613183294696433,0.012279606128370786,0.138365289576646,0.063795651566638,-0.00037319857266052787,1.1272134118834765,50.619113536181835,2.307818416581671,89.24749326842957,4.866837856156472,131.90218895273648,-1.8289888466079893,212.1022011068298,-0.6469979087884785,19.328497262637914,-1.8830254454890007,184.4228210415672,3.4361307548548656,234.83325255806562,0.8525526833736644,104.72593542220781,2.3634789823697924,131.94718652694598,2.8130050455380586,82.99985597633233,2.967932441192649,85.0014551318654,2.7852987470391657,193.6060784148724,0.9637600434278863,128.5964744600832,-0.8855422101095023,82.5362455786957,0.004129452818911111,42.55326208750922,12.312210785274885,325.04661101468406,19.311983732123473,356.4299385318431,0.5136547079286222,103.13789149630014,3.5079480435403436,69.31812686817128,1.1077715670653496,46.08776980061176,1.9176020122838557,106.62753094729885,0.8966237928644136,28.590085981444012,3.2016963967471543,280.5548820393744,1.3856175286607266,142.49691629302657,0.2076940716130221,61.904629427166235
