Date,AAPL,ABBV,AMZN,AVGO,BAC,BRK-B,COST,CVX,DIS,GOOG,GOOGL,HD,JNJ,JPM,KO,MA,META,MSFT,NVDA,PFE,PG,TSLA,UNH,V,XOM
2013-01-03,-0.21320152282714844,-0.19457054138183594,0.05849933624267578,0.1304607391357422,-0.059823036193847656,0.42000579833984375,0.8559494018554688,-0.3132171630859375,0.100006103515625,0.010461807250976562,0.010511398315426135,-0.14476776123046875,-0.076690673828125,-0.06929397583007812,0.0,0.06893157958984375,-0.22999954223632812,-0.30594635009764914,0.0023086071014404297,-0.04014778137207031,-0.3305206298828125,-0.03933286666870117,-2.193347930908196,0.02803802490234375,-0.10560226440430398
2013-01-04,-0.46454811096191406,-0.2952117919921875,0.033500671386720526,-0.16115570068359375,0.128204345703125,0.2299957275390483,-0.27158355712890625,0.38652801513671875,0.8909072875976562,0.35616493225097656,0.3578586578369176,-0.09651947021485086,0.6209869384765625,0.6081008911132812,0.04411125183105469,-0.00189208984375,0.9899997711181676,-0.4217185974121129,0.09701013565063477,0.07358741760253906,0.10518264770507812,-0.024667024612426758,0.08601760864257812,0.29677200317383523,0.2706108093261719
2013-01-07,-0.09537506103515625,0.04696846008300781,0.4654998779296875,-0.13814735412597656,-0.017098426818847656,-0.40000152587889204,-0.6501998901367188,-0.49980926513671875,-1.1090965270996094,-0.08019828796386719,-0.08058166503906605,-0.27347946166991477,-0.115020751953125,0.038494110107421875,-0.26467323303222656,0.8360633850097656,0.6599998474121058,-0.04134941101074219,-0.08777022361755416,0.0133819580078125,-0.3530464172363281,-0.003999948501586914,0.0,0.261707305908196,-0.6798210144042969
2013-01-08,0.043384552001953125,-0.5031986236572266,-0.10400009155273615,-0.16883087158203125,-0.09401226043701172,0.3600006103515625,-0.156341552734375,-0.32654571533203125,-0.19091033935546875,-0.036115646362301135,-0.03628540039062145,0.30564117431640625,0.007694244384765625,0.06926727294921875,-0.19115638732910156,-0.16154098510742188,-0.3600006103515625,-0.11575508117675781,-0.0646736621856685,0.02675628662109375,-0.08263397216796875,-0.04400014877319336,-0.5934944152832031,0.3434867858886719,0.3630180358886719
2013-01-09,-0.2525796890258789,0.12748146057128906,-0.001500129699705255,0.5448856353759766,-0.4700803756713867,-0.48999786376954546,0.04113006591796875,0.18660736083984375,0.01818084716796875,0.12005043029784801,0.1206207275390625,-0.040210723876953125,0.2452850341796875,-0.023082733154296875,-0.0073394775390625,1.3764190673828196,1.5300006866455078,0.12402725219726207,-0.06467437744140625,0.30104827880859375,0.27793121337890625,-0.002665996551514116,0.8343391418457031,0.567821502685554,-0.22441482543945312
2013-01-10,0.19719982147216797,0.06708908081055043,-0.050499916076660156,0.5448722839355469,0.29913806915283203,1.3300018310546875,-0.40326690673828125,0.6197509765625,0.00909423828125,0.08368492126464844,0.08408355712890625,0.3619422912597656,0.3526573181152344,0.523406982421875,-0.05146980285644531,-0.44777679443360086,0.7099990844726562,-0.1984539031982422,0.004620075225830078,0.19401168823242188,0.2929420471191406,-0.00733399391174272,0.6364898681640625,-0.2991065979003906,0.6336174011230469
2013-01-11,-0.09875297546386719,0.16972923278808238,0.13000011444091797,0.6292934417724609,-0.12820148468017578,-0.26000213623046875,-0.378570556640625,0.8396835327148438,-0.1909027099609375,-0.037109375,-0.03728675842284801,0.0643463134765554,0.122650146484375,-0.00769805908203125,-0.03676033020019531,0.0972900390625,0.42000007629394176,0.30595588684082387,-0.004620075225830078,-0.16055870056152344,-0.037555694580078125,-0.04133296012878418,-0.24944305419921875,0.15188980102538352,0.3366127014160156
2013-01-14,-0.5706939697265625,0.1629352569580078,0.23950004577636896,0.176513671875,-0.13674640655517578,0.970001220703125,0.0740509033203125,0.7463760375976562,0.0090789794921875,-0.41693878173828125,-0.418920516967777,-0.17695236206053977,0.16099166870117188,-0.20013046264648438,0.05881690979003551,-0.4884033203125,-0.7699985504150355,0.0496063232421875,-0.00230956077575728,0.14718246459960938,0.3079795837402344,0.023333072662353516,0.4644660949707031,-0.11917877197265625,-0.019779205322265625
2013-01-15,-0.4870014190673828,0.34625244140625,-0.04150009155273615,-0.537200927734375,0.06837654113769354,0.0,0.641937255859375,0.3931732177734375,0.4545555114746094,0.041843414306640625,0.04204368591308594,0.3780364990234375,-0.14565277099609375,0.3617744445800781,0.24261283874512074,-0.06707000732422586,-0.8500003814697266,0.2646064758300746,-0.05081439018249467,-0.08028411865234375,0.18779373168945312,0.04266691207885742,0.22365570068359375,-0.046733856201171875,-0.033016204833984375
2013-01-16,0.6205244064331055,0.6381759643554688,-0.1485004425048828,0.5295314788818359,0.19657135009765803,-0.3300018310546875,0.31276702880859375,0.35318756103515625,0.3999977111816406,-0.24258995056152344,-0.243743896484375,-0.07239151000976562,0.1609954833984375,0.3617668151855469,0.0,-0.1426544189453054,-0.25,-0.14056777954101562,0.025407075881958008,-0.0066890716552734375,0.016643524169921875,0.013333082199096236,0.034389495849609375,-0.058422088623046875,-0.039608001708984375
2013-01-17,-0.1049041748046875,0.5974407196044957,0.0775003433227539,0.1918659210205078,-0.42734336853027344,0.2700042724609233,-0.469146728515625,0.51312255859375,0.7999992370605469,-0.09638786315917969,-0.0968475341796875,0.9571456909179688,0.24530792236328125,-0.2925071716308594,0.1396923065185547,0.19460678100585938,0.2899990081787145,0.17364883422852273,0.0369563102722168,0.14718055725097656,0.24990081787109375,0.01866698265075728,0.6364974975585938,-0.07477188110350852,0.4818229675292969
2013-01-18,-0.08244991302490412,0.6110191345214773,0.0819997787475586,-0.28397178649902344,-0.11965465545654475,-0.1399993896484233,0.19751739501953125,0.3332061767578125,-0.063629150390625,-0.1696147918701172,-0.17041969299316406,0.3378334045410156,0.25299835205078125,0.01540374755859375,0.13968658447265625,-0.22200775146484375,-0.4799995422363317,0.0,-0.018477678298950195,-0.1940135955810547,0.2044677734375,0.009332895278930664,0.13761520385742188,-0.37619781494141336,0.39601898193359375
2013-01-22,0.1467514038085973,-0.6110191345214773,-0.09650039672851385,0.0,0.17948436737060725,0.75,0.7818756103515625,0.44649505615234375,0.3545379638671875,-0.0408477783203125,-0.041042327880859375,0.22522354125976562,-0.413970947265625,0.061573028564453125,-0.4190635681152344,-0.11712646484375,1.0699996948242188,-0.08269691467285512,-0.013859033584594727,0.093658447265625,0.00756072998046875,0.044667005538939986,1.255798339843757,0.18225479125977273,0.07921218872070312
2013-01-23,0.2842645645141584,0.9369010925292933,-0.10399913787841975,-0.0153350830078125,0.059829711914060724,0.5699996948242188,-0.024688720703125,-0.5997695922851562,1.109100341796882,0.9621429443359375,0.9667167663574219,0.5710601806640625,0.12265396118164062,-0.23859786987304688,0.0,-0.20784378051757812,0.09000015258789062,0.38038063049316406,0.00462031364440918,-0.020063400268554688,0.5603713989257741,0.054000139236451083,-0.09462738037110086,0.0,-0.14520645141601562
2013-01-24,-1.9538764953613263,-0.230829238891598,0.2674999237060547,-0.3760395050048828,0.0940170288085973,0.8299942016601705,0.6337051391601562,0.3265380859375,0.0,0.316564559936527,0.3180694580078125,0.7158699035644531,0.19164276123046875,0.107757568359375,-0.014713287353515625,0.4440116882324219,0.2600002288818324,0.01653480529784801,0.013857364654541016,0.13380050659179688,-0.20446395874022727,0.0659999847412105,0.2666587829589844,0.11918258666992188,0.42902374267578125
2013-01-25,-0.3267230987548846,0.0950393676757777,0.5264997482299805,0.17650413513183594,0.0769166946411115,0.08000183105467329,-0.4361419677734375,0.4664764404296875,0.39091110229491477,-0.01344871520996449,-0.013513565063476562,0.3780326843261719,0.628631591796875,0.6080741882324219,-0.04409980773925781,-0.26830291748046875,0.4600009918212926,0.20672607421875355,0.05081582069396973,0.1003494262695348,2.143016815185547,-0.0006670951843261719,-0.15482711791992898,0.06541442871092329,0.2508049011230469
2013-01-28,0.30610752105712713,-0.4820213317871094,-0.39750003814697266,0.24557876586914062,-0.11965465545654475,-0.26999664306639204,0.10695648193359375,-0.10659027099609375,-0.01818084716796875,-0.07322502136230469,-0.07357406616210582,-0.19304275512695312,-0.22998046875,-0.40024948120116477,-0.029409408569335938,-0.5006828308105469,0.9300003051757812,0.024803161621097303,0.046195030212402344,-0.10704612731933949,0.3937835693359446,0.06999993324279785,-0.19781875610350852,-0.8155021667480398,-0.40921783447265625
2013-01-29,0.25965595245361506,0.28514671325683594,-0.7845001220703107,0.06906700134277344,0.008548736572269178,0.11999511718747158,0.7160110473632812,0.779693603515625,-0.33637237548828125,0.07347297668456676,0.07382392883300426,-0.3056526184082031,0.6056289672851634,0.36947250366210227,0.30142784118652344,0.4118843078613281,-1.6800003051757812,0.08269119262694957,-0.06236362457275346,0.5753459930419922,0.9314308166503835,-0.00533294677734375,0.40425872802734375,0.07244110107422586,0.42902374267578125
2013-01-30,-0.04429912567138672,-0.2579936981201172,0.6204996109008771,0.36837196350097656,-0.09401798248291193,-0.3600006103515625,-0.6830978393554688,-0.5064849853515625,-0.18181610107421875,0.00373649597168324,0.003753662109375,0.032184600830078125,-0.2453460693359446,0.007694244384765625,0.05882644653320668,-0.234283447265625,0.4499988555908203,-0.13230705261230824,-0.004619836807251421,0.0337448120117152,0.060550689697265625,-0.028666973114013672,-0.17204666137695312,-0.385570526123054,-0.7194252014160156
