Date,AUDUSD=X,CNY=X,EURUSD=X,GBPUSD=X,HKD=X,IDR=X,INR=X,JPY=X,MXN=X,MYR=X,NZDUSD=X,PHP=X,RUB=X,SGD=X,THB=X,ZAR=X
2006-05-16,0.5243433653227929,2.718069507099742,-0.2319606537209839,-1.3927755736743777,-0.8418364169082646,-0.9821840414135965,-1.0916430657579614,0.5168407519030297,-1.1452853105177896,-0.01471228939343977,1.361239092948229,1.4433640845338391,-0.946635988284829,2.248192752980347,2.63401208526659,-1.3609431920502806
2006-05-17,0.6010588428308067,2.713843771897789,-0.15086193326514977,-1.3774240057178975,-0.8160250480341303,-1.0803092389718327,-1.1270454352399883,0.602509341067124,-1.0944424411887768,-0.06606244274373582,1.412303202378015,1.4433640845338391,-0.949266755318699,2.312715831680941,2.773142896763247,-1.326272221048887
2006-05-18,0.555145840025747,2.73370492886033,-0.2326977788649607,-1.41113052719683,-0.7966742124896364,-1.0119910118992652,-1.0528914634202946,0.6017642386649019,-1.1007210154764033,-0.026494077736444903,1.4262304881309904,1.4433640845338391,-0.9462772058551188,2.293358395290991,2.6795630101659955,-1.3215292812714543
2006-05-19,0.6237249894780508,2.7539912790167724,-0.1697847373937411,-1.3696369652009155,-1.1579718478386625,-0.9819030073967834,-1.0629384319887714,0.6583800859550193,-1.1045497920180274,0.030191535049255234,1.431535442572487,1.6339100791089058,-0.9431082651766834,2.3471272002250094,2.7251158238129602,-1.3105067523001313
2006-05-22,0.6620820535914492,2.7666684846226315,-0.23417257496611182,-1.3855443734980948,-0.7998890969322431,-0.9568685885722467,-1.0634165809688159,0.6434808796436161,-1.0720834727777535,0.06286890536308,1.412303202378015,1.6421954203996743,-0.9426897236900221,2.3611068587569566,2.8087911182066843,-1.29560963063041
2006-05-23,0.6870724199239304,2.7539912790167724,-0.18182718475781862,-1.3604040402567303,-0.7998890969322431,-0.9278567387195125,-1.0548051543381367,0.6941370444091721,-1.0360340285881282,0.07242789477173679,1.3937348675473742,1.6421954203996743,-0.9474730712581516,2.365409081043359,2.815722821751106,-1.2625754906875704
2006-05-24,0.6649886762586888,2.7539912790167724,-0.1750687448846736,-1.3420491673787602,-0.7708628436155021,-0.9097947053072272,-1.0261005205689466,0.738833526650167,-1.0857131928712278,0.079096821569759,1.2047298137490587,1.6670482839383656,-0.9462772058551188,2.3965950648220553,2.889992153297086,-1.2862905081173173
2006-05-25,0.585948512867668,2.7539912790167724,-0.20210098776707403,-1.3557319062360969,-0.7450514747413678,-0.919106299064302,-1.0175847237342763,0.6658294049374172,-1.1119003536345948,0.05619997856505779,1.1152014322752533,1.6670482839383656,-0.9438854750490532,2.2998104467711644,2.7988884147507163,-1.3073001433965732
2006-05-26,0.6144258003741218,2.764556624588465,-0.1486501017886931,-1.3050050253526209,-0.8257004658063773,-0.9285586383127238,-1.0189242708768438,0.732129310069991,-1.1177197551480809,0.09243414517082621,1.178866767809971,1.665668271593686,-0.9434071745054408,2.3116402761093404,2.8102756737886776,-1.3059974635067306
2006-05-29,0.6051268682994673,2.7594845332659492,-0.1577427105374407,-1.3056725132536313,-0.7902136791599961,-0.9331442909285281,-0.9964388588412249,0.7254245251432078,-1.0971989383068197,0.057978641708518214,1.2067196296869034,1.6670482839383656,-0.9432876563915386,2.3148656608747125,2.759279489674404,-1.3016552502976855
2006-05-30,0.5772306217449124,2.7793477053621105,-0.24314279257143803,-1.374976419856805,-0.6773081681134254,-0.9841023841820217,-0.9878274322105457,0.6948821468113942,-1.0564631277124175,0.025078673504272304,1.1377487448171446,1.5924875864332155,-0.9498646880202154,2.3019615579143653,2.7424450826740143,-1.2404300918315365
2006-05-31,0.6684751148548823,2.7624427494206785,-0.20664778130865086,-1.343049907577337,-0.7224703725320537,-0.9437664628323021,-0.9801730335383984,0.7231897862831491,-1.0604449618454215,0.07842955789347274,1.2014138344552079,1.6670482839383656,-0.9459184234254085,2.3041126690575666,2.7018445651288134,-1.2303428038815065
2006-06-01,0.7190379887888547,2.754835620003715,-0.20283915337978825,-1.3264745028717742,-0.6773081681134254,-0.9189194000189742,-0.9840004153740828,0.7194654109652538,-1.0791282113062008,0.09399021042386549,1.322774706910324,1.6670482839383656,-0.940895925585473,2.3234688234980867,2.7176873796603145,-1.2719946355714686
2006-06-02,0.6859110714053427,2.7603288742528918,-0.28233938621504373,-1.37653400485007,-0.9095797235362071,-0.9544352452559379,-1.0343290630163688,0.6635946660773585,-1.0546255603319354,0.08487641679605099,1.280995220430241,1.675333625229134,-0.9606272485595071,2.238514034785372,2.7038239725714712,-1.263176580540152
2006-06-05,0.714969935260554,2.7603288742528918,-0.2698066356034783,-1.3423827848861745,-0.7160252214246269,-0.9302900820358212,-1.0261005205689466,0.709035682373968,-1.047274706620728,-0.30769828274064287,1.251152580997773,1.6670482839383656,-0.9636169120670892,2.29228283971939,2.688970861761299,-1.2488139733233359
